Comments,HateSpeech,Emotion
নিপুণ একটা ফাউল নায়িকা,hate,angry
নিপুণের পাচার মধ্যে লাথি মেরে এফডিসি থেকে বাহির করে দেওয়া দরকার,hate,angry
এদের শাস্তি হ ওয়া দরকার,hate,angry
লাজ শরম বলতে কিছু নাই এদের,hate,sad
এসব দেখলে আমার যা করতে ইচ্ছে করে,hate,angry
মেয়েটা হয়তো ম শইতানে লারা দিচ্ছে তাই এমন করছে ,hate,sad
ঢং এর কোন শেষ নেই ,hate,sad
এতদিন শুনে আসছি মেয়েরা১২বাতারি,hate,sad
ঠোঁট যে কেমন করে মেয়েটা মন চাও থাপ্পড় দি একটা ,hate,angry
মেয়েটা প্রতিবন্ধী নাকি ওরকম করে কে ,nonhate,sad
জীবনে কার বা*ল ফালাইলাম ,hate,sad
আইক্কালা বাসটা কই রাখলাম,nonhate,sad
হা*লা*র লাইফে করলাম টা কি,hate,sad
জীবনে বাল ছিড়লাম,hate,sad
ভাব দেখলে বাঁচি না এসব পাগল ছাগল কই থেকে আসে ,hate,angry
সালা এক নাম্বার ভাতার,hate,angry
হালার পো হালা তো পুরাই প্লেবয়,hate,angry
মন ছাইতাছে শাউ***য়াডার মধ্যে লাথি মারি,hate,angry
বিচ্ছিরি,hate,angry
এত কিছু ভাবার টাইম নাই বাম ভোলা খানকির পোলা উইড়া যা মাঙ্গের পোলা  ,hate,sad
এটা ছেলে না বাইনচো*দ,hate,angry
আরে সালা***তো বারো ভাতারি,hate,angry
এই পাগলাচোদার লগে এতো গুলো কেমনে কি,hate,sad
"চালাইয়া যাও একদিন অনেক বড় খানকির পোলা হবা""",hate,sad
গ্র্যান্ড মাদারচোদ! ······‍,hate,angry
শালী বুঝ এখন,hate,angry
এরা ভাইরাল হওয়ার জন্য সব কিছু করতে পারে,hate,angry
"গুছাইয়া নোডিরে সতীন বানাবেন বলতে পারছেন,এখন গুছাইয়া কথা কইতে পারেন না,",hate,sad
ফালতু মহিলা একটা,hate,angry
"এখন বানা সতীন ও, না ভালো মানুষ ",hate,angry
"অন্যদের সাথে শুয়ে শুয়ে, নিজের অবস্থা বানাইছো বারোটা, তুমি আবার কই থেকে ভালো,হইবা",hate,sad
একটা টিচারের বউ হয় আপনার এত লজ্জা কম কেন আপনাকে দেখলে আমার ঘেন্না লাগে ছিঃ,hate,sad
আপনি একটা নোংরা মহিলা,hate,sad
ভাইরাল হওয়ার জন্য নাটক করতেছে,hate,angry
তোমারে হিজরা দের মত লাগে,hate,sad
এদের ধইরা ইচ্ছা মতো মারা দরকার নষ্ট মহিলা গুলা ,hate,angry
"এরা কোন চিরিয়াখানা জীব জানোয়ার বুঝে আসে না,",hate,angry
এরা ভাইরাল জন্য ভিছানায়ও যেতেপরে,hate,sad
কান্দার কি আছে সতিনী বানাইয়া নেও,nonhate,sad
আল্লাহ তুমি কোথায় আছো এসব নোংরা মহিলাদের জন্য সমাজটা শেষ,hate,angry
অনলাইনে তোদের মতন দুই নাম্বার মাইয়া পাগল আয়া রেগিং করস,hate,sad
"কিরে মাগি এখন কান্না করিস কেন,",hate,sad
"চুলকানি শেষ হয়ে গেছে, চোট্টা মাগি",hate,angry
সতিন বানায় ডাইনিরে,hate,angry
যাদের চুলকায় না তারা নাকি কচু লাগাইয়া চুলকায় তাই মহিলার চুলকানি কচু লাগাইয়া মহিলা চুলকাইতাছে,hate,sad
জুতা মারা উচিত মাগি,hate,angry
এসব মাগির করে ল্যাংটা করে পিটানো দরকার,hate,angry
চোদানি,hate,angry
তোরে জুতা দিয়া মারা উচিত,hate,angry
যেমন কু*কু*র তেমন মু*গু*র ,hate,sad
এই পাগল ছাগলের বাচ্চারা কি শুরু করছে,hate,angry
দোয়া রইল তোর সংসারটা যেন ভেঙ্গে যায়।,hate,angry
আপনি তো লাইফে এসে বললেন ভাতারের বাগ আপনি আপনার বান্ধবীকে দেবেন,nonhate,sad
আপনার ভাতার কি আপনাকে লাথি দিয়ে বাইর করে দিয়েছে নাকি,hate,angry
তোরা নোংরামি করবি,hate,sad
তানিশার ঢং দেখলেই রাগ হয়,hate,angry
লুচ্চি দেখন কিছু ক্ষন পর পর নাজিম লুচ্চার দিকে তাকাই অন্য কারো দিকে তাকাই না ফলো করেন,hate,sad
দেখলেই থুতু আসে ওআক থু থু থু বোমিও পাই সাথে,hate,sad
চাকরানি তানিসা,hate,sad
"লুইচ্চুনির তাকানোটাই দেখলেই বুঝা যায়,",hate,sad
নিলজ্জ মানুষের জামাই চোর ,hate,angry
বেয়াদব কোথাকার,hate,angry
লুচ্চা তানিসা,hate,angry
জানু**য়ার তোই কুকুরের মত মরবি নির্লজ্জ ,hate,angry
জুতা মারা হোক,hate,angry
এগুলো দেখেই ডাইনি তানিসা মিমের সংসার নিজের করে নিল।,hate,sad
লোভী ছোট লোক।,hate,angry
সোনার ভাংগাদেশে ধর্ষন বেড়েই চলেছে।,hate,angry
প্রশাসন নাকে তেল দিয়ে ঘুমাচ্ছে,hate,sad
এদেশে আমাদের মা বোন নিরাপত্তা নেই,hate,sad
এই পাগল পাবনা থেকে ছাড়া পাইলো কবে,nonhate,sad
ভাই সব দু'শ পাবনার দারোয়ান এর শালয় হেনজা খাইয়া ঘুমায়,hate,sad
এদিকে সব পাগল বাহিরে মাতলামি করে ‍‍‍,hate,angry
চদপুরের মাল চোরের দালাল,hate,angry
"চাঁদপুরের হ*** মারা সারা,, ",hate,angry
ভন্ড হুজুর,hate,angry
সবার আগে দুধ দেখি ,hate,sad
মাংগের নাতি ,hate,angry
এইরকম খাং**র পুলাদের জন্য অন্য নান্য হুজুর দের বনাম হই,hate,angry
 মাদার *দ,hate,angry
বোকাচোদা ,hate,angry
টিকটক প্রতিবন্ধী মানেই বিনুদুন ,hate,happy
বোকা চোদা,hate,angry
এ হালারএই হালার পো হালা তোরে চিনে কে,hate,angry
"তোর জাতের হেডা, হালারপুত",hate,angry
সবগুলা চাঁদপুরের কু**** ,hate,sad
তোমার নানির গোয়া দেখি ,hate,happy
তোর নানির খালিঘর,hate,sad
লেংটা বাবার লাল মোমবাতি কি জানি ,hate,sad
এই পাগল পাবনা থেকে ছাড়া পাইলো কবে,nonhate,sad
আবেগের চোদনে কাইন্দালাইছি মাদারচোদ ,hate,angry
হায় হায় এত গুলা বাইনচুদের মাঝে আমি এখনো বাইচ্চা আছি।,hate,sad
চারপুরের মানুষ এমন ব্রেন লেস হয় আগে জানা ছিল নাহ,hate,sad
বেহেনচোদ ,hate,angry
টুনটুনি আছে ,hate,sad
বেঁচে থাকো চিরকাল ছিরে খেয়ো কুত্তার বাল,hate,sad
"এসব দেখে বিচিটা চিৎকার দিয়ে ওঠলো, কি করলি তরা জীবনে",hate,sad
যতসব খ্যাত ঢাকাতেই বসবাস ,hate,sad
বস্তিদেখেই কেমন জানি লাগলো,hate,angry
সুদানির গাঁজাটি,hate,angry
তাদেরকে এক রুমে বন্ধ করে রাসেল ভাইপার ছেড়ে দেওয়া হোক।,hate,angry
বরিশালের মেয়েদের চোখে লজ্জা শরম নাই,hate,sad
এদের পরকিয়ার বিভাগ করে দেওয়া হক।,hate,sad
লজ্জা নাই এই তিশা ও মোস্তাকের ওদের ফ্যামিলি থেকে এগুলোই শিখিয়েছে,hate,sad
এদের জন্য যুব সমাজ নস্ট হচ্ছে,hate,angry
বিয়াদবদের এই ন্যাকামি একেবারে অসহ্য,hate,angry
ছিঃ মেয়েটা কি বেয়াদব বাবারে কেউ নাম ধরে ডাকে লজ্জা করে না ,hate,sad
নডি একটা জোকার ,hate,angry
তোরে খুব খুব গানের বদলে তোরে জুতা দেওয়া উচিত ,hate,angry
"কাক থেকে কেউ কোকিল হতে পারে ,জুতা ডা খুইলা তোরে ধপাস ধপাস করে কয়টা দিতে পারলে খুব খুশি হতাম",hate,angry
হুদাই তোমার সোনায় চুলকানি উঠে সেটা লিখবা না ,hate,angry
বাংলাদেশী মিয়া খলিফা ,nonhate,happy
ফালতু ছেরি আমার দেখলে বমি আসে ,hate,sad
অসভ্য ,hate,angry
"হুদাই বালের চেহারা কিল্লাই দেখাস, একছের মোড়ামুড়ি।",hate,sad
খাটাস মহিলা একটুও লজ্জা নেই,hate,sad
তরে দেখলে ইচ্ছে করে মন মতো জুতা পিটা করতে,hate,angry
রাগ উঠে দেখলেই,hate,angry
লুচ্চা মাইয়া ডাকে রে কুক কুক লুচ্চা বেডারে,hate,sad
আরেকজনের স্বামী কায়দা নিয়া ঘর করে লুচ্চা মাছ,hate,sad
এতো ফিল্টার মারছে ফালতু ,hate,angry
দেখতেই ঘৃণা লাগে আর অহংকারী অহংকারী লাগে।,hate,angry
নষ্টা আচরণ কি জামা টেনে কি দেখাস কি এমন আছে তোর ,hate,angry
লুচ্চি ,hate,angry
কটকোটি,hate,angry
শান্তি তো তুই এই জীবনে আর পাবি না ,hate,angry
পেঁচা মহিলা,hate,angry
নস্টা বাওর,hate,angry
হুদাই কাকে বলে রে নির্লজ্জ মহিলা,hate,angry
বালের ভিডিও ছাড়ে ,hate,angry
বর্তমানে পুলিশ আর প্রতিবন্ধী টিকটকার খুবই ভয়ংকর।,hate,angry
"সা*লায় কথাই কইতে পারে না, আবার চুলের স্টাইল",hate,sad
পাগল ছাড়া দুনিয়া চলে না ,nonhate,happy
ভাই তুমি গু খাও,hate,sad
এই ৩ জনকে নিয়ে তো দেখি কিছু আবাল মার্কা সস্তা হকার ব্লগার টিকটকার,hate,sad
বেহাইয়া স্বামী ছিনতাইকারীদের লজ্জা শরম থাকে না পরের স্বামী কেড়ে নেয়,hate,angry
তর বাল আছে,hate,angry
ছি তানিশা তোর মুখে দেখলেও বিরক্ত লাগে খারাপ মেয়ে তুই ,hate,angry
ফকিন্নি তানিশা,hate,angry
তরে হেড করতেও ঘেন্না লাগে ,hate,sad
"স্তি,তানিশা তুই তো একটা বাইদানি",hate,sad
রাস্তার বাইদানি ও দেখছিস মানুষ কেমনে অপমান করে তাও তাদের গায়ে লাগে না তুই হচ্ছিস সে বাইদ্দানি ,hate,angry
"ওতো নারী না ও হলো ভাড়ায় চালিত গাড়ি, তাই ওর লজ্জা শরম নাই ",hate,angry
এই বস্তিটারে নিয়া কথা বইলা লাভ নাই এইসব নস্টার লজ্জা থাকেনা,hate,sad
এই ফালতু মেয়েটাকে বলার কিছু নেই,hate,sad
নিচতলা ভারা দিলে তো টাকা পয়সা অভাব হবে না তর,nonhate,happy
তোর বাল কত টুকু বর হয়েছে আস দেখে দেয়,hate,sad
লুচ্চানি লুচ্চা রে পাইছে,hate,sad
চুতমারানি ফকিন্নি,hate,angry
লুচ্চারও লজ্জা শরম নাই লুচুর নিরস লজ্জা শরম নাই,hate,sad
তোর মতো ফকিন্নি চ**** টাইম আছে,hate,sad
তানিশা পেটে নাযিম এর জারজ সন্তান,hate,sad
খারাপ মেয়ে একটা অন্যের সংসার ভেঙ্গে নিজে সংসার বাধে ।,hate,sad
প্লাবন ছিলো শিপং করে দেয়ার বয়ফ্রেন্ড....নাজিম হলো শপিং করে দেয়ার জামাই,nonhate,sad
কটকটির মতনই লাগছে,hate,angry
খান কি,hate,angry
এদের দেখলেই তো ঘৃণা লাগে,hate,sad
নটি তো নটি হবে মা মেয়ে মিলে নাজিমের সাথে খাট কাপা হা হা হা,hate,sad
রাতের বেলা আকাম কইরা সকালে ফরজ গোসল কইরা আইছে,hate,sad
পেতনি একটা দেখলেই বমি চলে আসে,hate,sad
বেনিশা কে বেডা বেডা লাগতেছে কেন,nonhate,sad
বাচ্চা আপনার তো। চেক করেন তো,nonhate,sad
তোমাদের লজ্জা লাগে না ছি,hate,sad
শাকচুন্নির মতন লাগে,hate,sad
পেত্নীর মত লাগে,hate,sad
মাঙ্গের পোলারে আরেকটু ভইরা দে,hate,angry
কাজের মেয়ের মত লাগে।আর কি বলব অন্য মেয়ের সংসার নষ্ট করে।,hate,sad
তানিশাকে দেখতে বাসার কাজে মেয়ে মত লাগে,hate,sad
হের চোখ দেখলেই বুঝা যায়। হে যে চরিত্রহিন মেয়ে,hate,sad
খারাপ মহিলাতানিশা,hate,angry
লাইলা মামুন এর নাটক দেখছি জান্নাত তুহার লুচ্চামি দেখছি,hate,sad
নাজিম তোমার ললিতার ঠান্ডা লেগে গেছে গো,nonhate,sad
নাজিমকে আমার একটা বেইমানের মতো লাগে,hate,sad
"দুইদিন পর তোমারে আর কেউ চু,,,,,,দ বে না টাকলা ",hate,sad
সাতবার কানে ধরে ঘরে ওঠেন সাতবার বুঝছেন ,hate,angry
টাকলার মত পরিচালক কে ডাস্টবিনে ফেলে দেওয়া উচিত।,hate,angry
তোর মত মেন্টালে তাদেরকে নিয়ে ছবি না বানালে তাদের জন্য আরো ভালো হবে,hate,sad
আরে আবালের বাচ্চা বেজন্মার বাচ্চা ছবি চলে না তোর মুখের দোষে,hate,sad
অশিক্ষিতের বাচ্চা অশিক্ষিত সেটা তোর বিভিন্ন ইন্টারভিউতে বুঝা যায়,hate,sad
বেজার মার বাচ্চা কথাবার্তা বলতে শিখ,hate,angry
আগে মানুষকে সম্মান দিতে শিখ তারপরে দেখবি পাগল ছাগল নিয়ে ছবি করলেও মানুষ ছবি দেখব,hate,sad
পল্ট্রিবাজ ‍,hate,angry
দেশ সেরা পঠা ,hate,angry
তোমার সাথে কারো কাজ করা উচিৎ না। তুমি একটা পাগল মিয়া।,hate,sad
হাত দুইটা জায়গা মতো পড়ছে।,nonhate,happy
"মিথ্যা**বাদি মহিলা,,",hate,angry
এই মহিলা খুবই বজ্জাত,hate,angry
"লোভী, মিথ্যাবাদি মহিলা।",hate,angry
টাকা টাকা টাকা। লোভী মহিলা,hate,angry
এই মহিলাকে জেলে দেওয়া হোক ,hate,angry
মিথ্যাবাদী বেডি।,hate,angry
মহিলা টা কী যে মিথ্যা বলে ।ওনারে ডিম থেরাপি দেওয়া হউক,hate,angry
মহিলা বয়স্ক হলেই হবে কি মিথ্যা কথা বলে ঈমান ঠিক নাই,hate,sad
তোমার মত বদমাইশসা মা কে আল্লাহ হেদায়েত দান করুক।,hate,sad
"বেহাইয়া বেডি, বেহাইয়া পুলা,বেহাইয়া পুলার বউ",hate,sad
"এই নারী একদম প্রোফেশনাল, গ্রামের নারী কিন্তু উনি খুবই চালাক",hate,sad
এই পরিবার টা পুরো মিথ্যাবাদী।,hate,sad
এই বুড়ি মহিলা ছেলেকে জেল থেকে বের করার জন্য এখন কত পাম দিচ্ছে লাইলাকে লোভী মহিলা,hate,sad
খাচ্চর মহিলা...!!,hate,angry
মামুনের মায়ের সব দোষ,hate,sad
ওনার ১পা কবরে গেছে তবুও মিথ্যা বলা কমে নাই,hate,sad
ডান হাত দিয়ে খেয়ে বাম হাত দিয়ে মুখ মুছে ফেলছে এই মহিলা যা বলতেছে সব মিথ্যা লুবি মহিলা।,hate,sad
শালায় মরে না কেন ,hate,sad
যদি বিন্দু মাত্র লজ্জা থাকে তাহলে তুই হা*লা পদ প্রত্যাখ্যান কর,hate,angry
তর থেকে আমরা কাসেম কাকা ভালো পরিচালনা করতে পারবো হা* আাবাল.! ,hate,sad
মাঠে তো পারে না খাটে দিয়া দেও দেখবা 1 ঘণ্টায় খাট ভেঙ্গে গেছে,nonhate,sad
পাপন দাদা আজকে শুকনা খাইসে ,nonhate,sad
তুমি ল*বা ফালাই তাল গাছে উঠাইবা,hate,sad
মেয়াদ উত্তীর্ণ গাজা খেয়ে দেওয়া বক্তব্য।,hate,sad
এর ব্রেইন মনে হয় পুটকির ভিতরে,hate,sad
সবই শুকনো পাতা ও লাল পানির প্রভাব ,nonhate,sad
কুত্তার বাচ্চা একটা,hate,angry
এতের মা'র হে  ডা ,hate,sad
খাটে খেলবে নাকি মাঠে।,nonhate,sad
কুত্তা লাগায় দেয়া দরকার হেরে,hate,angry
"এই মালডা খেলার কিছুই বুঝে না, হুদাই কাউ কাউ করে",hate,sad
"এই হা*লারে দেখলেই মেজাজ গরম হয়ে যায়  নির্লজ্জ, বেহায়া",hate,angry
চুতিয়ামিতে আগায়া আছি এই ব্যাপারে,hate,sad
মানদারের পোলা পুরা খেলা টারে হোগা মারি দিছে জানোয়ার,hate,angry
হা** তুই লাম মা**,hate,angry
আমার চেটের বাল,hate,angry
ওর মুখে মুইতা দে জুকার পাপন ,hate,angry
ইতে আরেক মাচুদা,hate,sad
তুমি আগে রিটায়ার্ড হউ জোকার দেখছি এমন জোকার দেখিনি,nonhate,sad
একটু পুটকি মারলে ঠিক হইয়া যাইবো ,hate,sad
কোন লেভেলের গাঞ্জা খেয়ে এই কতগুলো বলে,hate,sad
মাদারবোর্ড,hate,angry
গনজিকা সেবী,nonhate,sad
এই হল এক চুদানির পোলা,hate,angry
আন্তর্জাতিক খেলোয়াড় বেগুন তোর মধ্যে হুদাইবো,nonhate,sad
খানকির বাচ্চা ,hate,angry
এই মাদা র চো দের কথাও মানুষ শুনে,hate,sad
মাগীর পোলা মরে না কা,hate,angry
চুতমা**রানি,hate,angry
আমাদের একটাই লক্ষ্য নেক্সট ,hate,sad
এগুলারে উস্টা দিয়ে ফেসবুক থেকে বের করে দে তো,hate,angry
বাড়া লাওড়া,hate,sad
বাকা করে কেন দাঁড়িয়ে আছে সে কি প্রতিবন্ধী নাকি,nonhate,sad
অশিক্ষিত মা জ্ঞজ্ঞজ্ঞজ্ঞজ্ঞজ্ঞ,hate,happy
এই রকম বেকা‍মেরে দারিয়ে ছিলো কেনো হাগা পাইছো নাকি.. ,nonhate,sad
"বাহ্ চমেৎকার, প্রথমে ভাবছিলাম ব্রেন হাঁটুতে পরে দেখি পু*ট*কি তে ",hate,sad
আপনার ব্রেইন কি হাঁটুতে,nonhate,sad
তারপরে চেনটাও খুলে যাচ্ছে সেটার দিকেও নজর রাখ,nonhate,sad
তারপরে চেনটাও খুলে যাচ্ছে সেটার দিকেও নজর রাখ,nonhate,sad
"জিপার ভালো মতো লাগান।খুলে যাবে আপা,",nonhate,sad
মুর্খ,hate,angry
কেমনে আসে শালার পুত ,hate,angry
ও গাঞ্জা খাইছে হ ও সত্যি খাইছে ,hate,sad
এই মেয়ে টা কোন দেশে আইলো বুজলাম না এভাবে কাপড় পড়া মনে হই পতি বন্দির কাছে ওরে বিয়ে করা দরকার ,hate,sad
বস্তি দিয়া সব ভরে গেসে,hate,sad
এই সব খানকির ছেলেরা মরে না রে কপাল,hate,angry
শালি প্রতিবন্ধী ,nonhate,sad
পেন্টের চেইন দিয়ে কি সময় বাচায় নাকি ,nonhate,sad
দৌলতিয়া,nonhate,happy
খুলতে খুলতে একদিন লেঙ্গটা হয়ে যাবে।,hate,sad
এতো পুরাই ভারো ভাতারি,hate,sad
"এই তানিশা মেয়ে কে জুতার মালা গলায় দিয়ে রাস্তা হাঁটানো দরকার,",hate,angry
"এরে তো জুতা ও গ্রহণ করবে না, কতটা খারাপ মেয়ে হলে এমন করে, কয়টা জীবন নষ্ট করছে এই মেয়ে টা,",hate,angry
তানিশা একটা জানোয়ার ওর মা ওর পরিবার সব মানুষি পরো লোভি,hate,sad
যে ভিডিও টা করেছে আমার মনে হয় তার জন্ম ও হয়েছে কোনো এক পতিতালয়ে।,hate,sad
সখি তুমি কার চোদাচুদির জন্য গেছে এই সময় লজ্জা শরম লাগে নাই,hate,sad
এ সব সাংবাদিক কুত্তা।,hate,angry
কলঙ্ক সাংবাদিক,hate,angry
এরা সাংবাদিক নামের ওমানুস,hate,angry
দরা খাইলে দেহ ব্যবসা না খাইলে দেহরক্ষী জে রকম আমি,hate,sad
কিছু বলবে না ভাইয়ারা ভালো চো*দানি...,hate,sad
এই চুদির পোলা সাংবাদিক আরো বেশি খারাপ,hate,angry
বেয়াদব এর বাচ্চা,hate,angry
ভাই ওগো ভ**** ভিতরে বুঝছেন আরো হোটেলে প্রত্যেকদিন এরকম চোদাচ্ছেন,hate,sad
শালা অমানুষের বাচ্চা ভিডিও করার কি দরকার,hate,angry
বেয়াদব কথা বলচ লজ্জা করে না ,hate,angry
কুওা বাচ্চা এইসব৷৷ এর জন্য হাজার হাজার ছেলে নষ্ট হইতেচে৷ বেয়াদব কোথায় কার৷ ,hate,angry
তুই এটা মানুষের বাচ্চা নয় বোরকা পড়ার সুযোগ দিবি না কেন।,hate,sad
কুকুরের বাচ্চা বোরকা পরলে তোমার সমস্যা কি। আমার মনে হয় তোর মা বোন নেই মনে হয়।,hate,sad
তোর মার ভুদার ভিতরে ভরবো,hate,angry
বোরকার পরে মেয়ে বলছে কথা সালারা লুচ্চা সাংবাদিক,hate,sad
পাতিসংবাদিক ওরা দেহ ব্যবসা করে তোর সমস্যা কি শালা,hate,sad
এই সব কুতার বাচ্চা সাংবাদিকদের জন্য আরো সমাজ নষ্ট হয়,hate,sad
তুই খানকির পেলা দরছত তাদেরকে আইনের আওতায় দিয়া দে ভিডিও করা দরকার কি সালা,hate,sad
সাংবাদিক না বাইনচোদ,hate,angry
বাংলাদেশে দেখি খানকির অভাব নেই,hate,sad
সাংবাদিক খানকির ছেলের,hate,angry
মাদারচোদের শিক্ষার অভাব,hate,angry
খানকির পোলারা আর কিছু খুঁজে পায় না,hate,sad
মারানির জিরা ডিলিট করতে গেলে তোরে তো দেশটারে নষ্ট করার,hate,sad
মাদারচোদের বাচ্চারা,hate,angry
এটা বিসয় না তানিশার সে তো ছোট খাটু একটা মিয়া খলিফা ,nonhate,sad
মেয়ে টা যা খেলা খেলে রে ,hate,sad
আসলেই তানিশা নষ্ট মেয়ে,hate,sad
তানিশা একটা গায়ে পরা মেয়ে ছেলে ,hate,sad
ওর জন্মর ঠিক নাই ,hate,sad
বেয়াদব মেয়ে ,hate,angry
এই মেয়ে টারে দেখলেই আমার শরীর টা জ্বলে,hate,angry
"জয় হলো আরেক বেয়াদপ,",hate,sad
লোভীদের কাছে আরো কত কিইনা সম্ভব আর যখন কারো রুচিতে ঘুন ধরলে যা হয়,hate,angry
মনুষ্যত্ব হীন মানুষ পাগলা কুকুরের মতন তারা পুরো সমাজকে জলাতঙ্ক এর মতন ভাইরাস ছড়ায় ,hate,angry
চোখ দুটো দেখলে ঘৃণা লাগে ছিঃ,hate,sad
বাবু তোমাকেউ একদিন খেয়ে দিবে এই আনটি দেখে শুনে কাজ করবেন,hate,angry
নটি মাইয়া ,hate,angry
বুইরা ছাড়া ভাতার পায়না,hate,sad
সে যা হোক শাড়িটা কিন্তু সুন্দর ,nonhate,sad
"অষ্ট্রেলিয়া, ভারত, আফগানিস্তান কমপক্ষে ২টি ম্যাচ জিততে হবে কিন্তু ১টাও সম্ভব না",nonhate,sad
কথা বলছে জনসভায়। মনে হচ্ছে সিনেমার ডাইলোগ দিচ্ছে কিভাবে মানুষের সাথে নরমালি ভাবে কথা বলতে হয় সেটা এখনো শিখেনি,hate,sad
মেজাজ টা ক্যামন লাগে? এই হাফ লেডিসটা কি স্বাভাবিক ভাবে কথা বলতে পারেনা???,hate,sad
আজকালের ছেলে মেয়ে রা এই সব সিনেমা নাটক এই গুলো খাইনা বমি করে দে।,hate,sad
এদের ভাব দেখলেই মাথা গরম হয় ,hate,angry
আমি এটাও বুজি না এক দিকে বয়কট অন্য দিকে সেই দেশে গিয়ে সিনেমা করে ,nonhate,sad
মুর্খ লোকের মুখে শিক্ষিতর ভাব নিলে যা হয়।।।,hate,sad
এই বাল টাকে আগেও সহ্য হয় নাই এখনো হয় নাই,hate,sad
শাবিত খান ,nonhate,happy
নখল করার লাগি সেরা বন্য প্রাণী সালা,nonhate,sad
এই বলদ আর বুঝল না কোনটা অভিনয় আর কোনটা সাভাবিক সময়!,hate,sad
শাকিবের জীবনে সবচেয়ে বড় অভাব হলো সে মূর্খ।,hate,sad
উনার থেকে বক্তব্য দেয়া শিখবো ভাবছি,nonhate,happy
নরমালি কথা না বলে এমন ঢং করে কথা কেন বলতে হবে?বুঝলাম না?,hate,sad
একদিকে ইন্ডিয়া বয়কট করে অন্য দিকে ইন্ডিয়া গিয়ে তাদের নিয়ে মুভি বানায়,nonhate,sad
আমার চোখে আমার গার্লফ্রেন্ড এর মত আর কেউই সুন্দর নাই ,nonhate,happy
শুনলাম শোভনদার থেকে শাশুড়ি নাকি বয়সে ১০ বছরের ছোট,nonhate,sad
অশোভন আর অকাল বৈশাখী ,hate,sad
বলছি বৈশাখীর ঝড়ে তার আগের হ্যাজব্যান্ড কি উড়ে গেছে??,nonhate,sad
সেমিস্টারের মধ্যে লোকেদের সুখ দেখলেও ভালো লাগে,nonhate,happy
সবারই নজর ইলিশের পেটিতে ,hate,angry
মাছের দাগার ফুটো আর বৈশাখীর নাভির ফুটো অনেকটা একইরকম লাগ যাই হোক শুভ জামাই ষষ্ঠী ,nonhate,sad
"ওনারা হচ্ছেন গিয়ে ""যুগাবতার""",nonhate,happy
কখন কোন ভূমিকায় অবতীর্ণ হবেন কেও বলতে পারবেন না ,nonhate,sad
এদের এই বয়সেই এতো রস আমার কচি বয়সেই নাই দেখেও হিংসা হয় ,nonhate,sad
আহা!! কচি খোকা ,nonhate,sad
দিনে শাশুড়ি রাতে বউ এই হল কলকাতার প্রাক্তন মেয়র। ভোটারদের গর্বিত হওয়া উচিত।,hate,sad
সেকেন্ড ইনিংস্ টি অসাধারণ খেলছেন শোভন জামাই।,nonhate,happy
আর কি কি বাকি রাখলেন কাকাবাবু!! বাকি গুলো পোস্ট করা হোক ,nonhate,sad
সবই টাকার লিলাখেলা,nonhate,sad
সে টাকার লোভে সব করতে পারে ,hate,sad
এই বুবলি আর তানিসা আফা এরা সব পারে।। ,nonhate,happy
বেয়াদব না যেনে শুনে পোস্ট করিস ফালতু,hate,angry
নির্লজ্জ রাই চলচ্চিত্র জগতে যায় এ আবার বলার কি আছে ,hate,sad
এই বাচ্চারা চলো চলো ভূত....,hate,sad
বুবলির নাক টা ফাটা আমার তো অনেক সুন্দর লাগে ফাটা নাক,nonhate,sad
"কোথাও আটকাই না ভাই,",nonhate,sad
চিকন তো চিপাচাপা দিয়ে বের হয়ে যাই।,nonhate,sad
এই মহিলার মত মিথ্যাুক নেই সিনেমা জগতে,hate,angry
"লোভী মানুষের লজ্জা শরম থাকেনা,তার প্রমান বুবলি,",nonhate,sad
"শিক্ষত নায়িকা যার লজ্জা বলতে কিছু নাই, ",hate,sad
নায়িকা হওয়ার জন্য পেট ভাড়া দিছিল,hate,sad
তোরা যত একটা বিধর্মী নাস্তিক মহিলার দালালি করস কোন লাভ নেই,hate,sad
"হুম,ইকবাল সত্যি কথা বলছে,তাই হয়তো বুবলি খালাম্মা রেগে নেই তার উপর।",nonhate,sad
"আচ্ছা তোর মায়ের কি বিয়ে হয়েছে, নাকি তুই বেলুন ফেটে আগতো হেয়্বছো।",nonhate,sad
এই খানকির পোলারা সামছামি করতে যাইয়া এদের মা বোন রে কত রকমের গালি শুনাই মানুষের তারপরেও চামচামি ছাড়ে না,hate,sad
বাথরুম আন্টি অনেক বড় খেলোয়াড়,nonhate,sad
বকরি ইকবাল দুই বেহায়া একসাথে,hate,sad
বুবলিকে কপি করতেই হবে। পরকিয়া দুই বোন সবসময় বুবলিকে কপি করে যাচ্ছে ,hate,sad
কপি বাজ পরি ,hate,sad
এটাও খবর হয়ে গেলো ,nonhate,sad
"গাড়ি আছে গাড়ি চালাবে, এখানে কপির কি আছে  ব্যাটারি মার্কা রিপোর্টার",hate,sad
পরী মনির লুইচ্চা ভঙ্গি,hate,angry
বস্তা মনি তো কপি করবেই ,nonhate,sad
সেলিব্রেটিরা হাগে দিলে ভাইরাল হয়ে যায় ,hate,sad
ভাই রে ভাই এখন গাড়ি চালালেও বলবে কপি করা,nonhate,sad
যখন কোন নিউজ পায় না তখন এসব ফালতু নিউজ বলে চালিয়ে দেয়,hate,sad
কেউকে কিছু বলার আগে ১০ বার ভাবতে হয় আমিও কখোনো কফিবাজ হতে পারি,nonhate,sad
